record_ID,week,store_id,sku_id,total_price,base_price,is_featured_sku,is_display_sku,units_sold
39425,04-07-2011,8121,223245,200.2125,200.2125,0,0,48
39426,04-07-2011,8121,223153,212.325,212.325,0,0,23
39427,04-07-2011,8121,398721,469.5375,469.5375,0,0,17
39433,04-07-2011,8218,216425,131.8125,131.8125,0,0,13
39434,04-07-2011,8218,216233,124.6875,124.6875,0,0,24
42667,18-07-2011,8222,217390,138.9375,167.4375,0,0,162
39436,04-07-2011,8218,217217,237.2625,237.2625,0,0,15
39439,04-07-2011,8218,219009,227.2875,227.2875,0,0,40
39440,04-07-2011,8218,219029,177.4125,295.6875,1,0,35
39441,04-07-2011,8218,222087,212.325,212.325,0,0,30
39442,04-07-2011,8218,320485,205.9125,205.9125,0,0,8
39445,04-07-2011,8218,223245,184.5375,205.9125,0,0,27
39446,04-07-2011,8218,223153,212.325,212.325,0,0,27
39449,04-07-2011,8218,245338,469.5375,469.5375,0,0,31
43384,18-07-2011,9425,216419,68.4,68.4,0,0,33
39453,04-07-2011,8317,300021,69.1125,69.1125,0,0,40
39456,04-07-2011,8317,216425,131.1,131.1,0,0,32
39457,04-07-2011,8317,216233,130.3875,130.3875,0,0,71
43898,18-07-2011,9809,217390,138.9375,168.15,0,0,82
39459,04-07-2011,8317,217217,235.8375,235.8375,0,0,17
39462,04-07-2011,8317,219009,223.0125,223.0125,0,0,153
39463,04-07-2011,8317,219029,180.975,295.6875,1,0,231
39464,04-07-2011,8317,222087,217.3125,217.3125,0,0,101
39465,04-07-2011,8317,320485,205.9125,205.9125,0,0,58
39466,04-07-2011,8317,378934,205.9125,205.9125,0,0,87
39468,04-07-2011,8317,222765,205.2,205.2,0,0,96
39469,04-07-2011,8317,223245,205.9125,205.9125,0,0,68
39470,04-07-2011,8317,223153,212.325,212.325,0,0,40
39471,04-07-2011,8317,398721,469.5375,469.5375,0,0,13
39472,04-07-2011,8317,245387,469.5375,469.5375,0,0,10
39473,04-07-2011,8317,245338,469.5375,469.5375,0,0,8
39475,04-07-2011,8317,547934,129.675,157.4625,0,0,35
39476,04-07-2011,8317,679023,208.05,208.05,0,0,22
39477,04-07-2011,8317,546789,206.625,206.625,0,0,37
39480,04-07-2011,8319,216425,133.2375,133.2375,0,0,17
39481,04-07-2011,8319,216233,131.1,131.1,0,0,29
44431,25-07-2011,8398,217390,138.9375,167.4375,0,0,98
39484,04-07-2011,8319,219844,237.975,237.975,0,0,20
39485,04-07-2011,8319,219009,196.65,227.2875,0,0,31
39487,04-07-2011,8319,222087,208.05,208.05,0,0,18
39488,04-07-2011,8319,222765,240.825,240.825,0,0,7
39489,04-07-2011,8319,223245,213.0375,213.0375,0,0,31
39492,04-07-2011,8319,245387,469.5375,469.5375,0,0,8
39498,04-07-2011,8392,216425,128.9625,128.9625,0,0,21
39499,04-07-2011,8392,216233,130.3875,130.3875,0,0,46
45531,25-07-2011,9809,217390,138.9375,168.15,0,0,48
39501,04-07-2011,8392,217777,233.7,233.7,0,0,29
39503,04-07-2011,8392,219009,223.0125,223.0125,0,0,25
39505,04-07-2011,8392,222087,227.2875,227.2875,0,0,15
39508,04-07-2011,8392,222765,240.825,240.825,0,0,17
39509,04-07-2011,8392,223245,213.0375,213.0375,0,0,19
39512,04-07-2011,8392,245338,469.5375,469.5375,0,0,19
39513,04-07-2011,8398,216418,89.0625,89.0625,0,0,72
43669,18-07-2011,9632,216419,68.4,68.4,0,0,27
39515,04-07-2011,8398,300021,87.6375,87.6375,0,0,23
39517,04-07-2011,8398,216425,133.2375,133.2375,0,0,38
39518,04-07-2011,8398,216233,131.8125,131.8125,0,0,40
39522,04-07-2011,8398,219009,220.875,220.875,0,0,66
39524,04-07-2011,8398,222087,215.175,215.175,0,0,57
39525,04-07-2011,8398,320485,205.9125,205.9125,0,0,1
39527,04-07-2011,8398,222765,250.8,250.8,0,0,47
39528,04-07-2011,8398,223245,197.3625,197.3625,0,0,39
39529,04-07-2011,8398,223153,244.3875,244.3875,0,0,13
39533,04-07-2011,8398,547934,127.5375,177.4125,0,0,27
39535,04-07-2011,8400,216418,118.9875,118.9875,0,0,25
44876,25-07-2011,9279,216419,68.4,68.4,0,0,29
39539,04-07-2011,8400,216425,133.95,133.95,0,0,26
39540,04-07-2011,8400,216233,134.6625,134.6625,0,0,31
40370,04-07-2011,9613,217390,139.65,164.5875,0,0,139
39545,04-07-2011,8400,219009,216.6,216.6,0,0,32
39546,04-07-2011,8400,219029,183.1125,327.0375,1,0,163
39547,04-07-2011,8400,222087,227.2875,227.2875,0,0,30
39548,04-07-2011,8400,222765,234.4125,234.4125,0,0,24
39549,04-07-2011,8400,223245,197.3625,197.3625,0,0,40
39550,04-07-2011,8400,223153,236.55,236.55,0,0,16
39551,04-07-2011,8400,398721,448.1625,448.1625,0,0,9
39553,04-07-2011,8400,245338,457.425,457.425,0,0,14
39554,04-07-2011,8422,216418,68.4,68.4,0,0,40
39309,04-07-2011,8063,216419,69.1125,69.1125,0,0,56
39558,04-07-2011,8422,216233,129.675,129.675,0,0,38
41479,11-07-2011,9164,217390,139.65,169.575,0,0,115
39563,04-07-2011,8422,219009,202.35,202.35,0,0,90
39565,04-07-2011,8422,222087,194.5125,194.5125,0,0,57
39566,04-07-2011,8422,320485,205.9125,205.9125,0,0,19
39567,04-07-2011,8422,378934,205.9125,205.9125,0,0,39
39568,04-07-2011,8422,222765,205.2,205.2,0,0,52
39569,04-07-2011,8422,223245,205.9125,205.9125,0,0,29
39570,04-07-2011,8422,223153,212.325,212.325,0,0,31
39572,04-07-2011,8422,245387,469.5375,469.5375,0,0,10
39573,04-07-2011,8422,245338,469.5375,469.5375,0,0,14
39576,04-07-2011,8438,216418,86.925,86.925,0,0,52
44223,25-07-2011,8063,216419,69.1125,69.1125,0,0,45
39580,04-07-2011,8438,216425,130.3875,130.3875,0,0,23
39581,04-07-2011,8438,216233,124.6875,124.6875,0,0,43
41715,11-07-2011,9430,217390,139.65,168.15,0,0,72
39583,04-07-2011,8438,217217,237.975,237.975,0,0,11
39584,04-07-2011,8438,217777,233.7,233.7,0,0,27
39585,04-07-2011,8438,219844,235.125,235.125,0,0,37
39586,04-07-2011,8438,219009,220.1625,220.1625,0,0,91
39588,04-07-2011,8438,222087,207.3375,207.3375,0,0,64
39589,04-07-2011,8438,320485,205.9125,205.9125,0,0,17
39590,04-07-2011,8438,378934,205.9125,205.9125,0,0,15
39592,04-07-2011,8438,222765,240.825,240.825,0,0,40
39593,04-07-2011,8438,223245,213.0375,213.0375,0,0,51
39594,04-07-2011,8438,223153,213.0375,213.0375,0,0,32
39595,04-07-2011,8438,398721,469.5375,469.5375,0,0,21
39596,04-07-2011,8438,245387,469.5375,469.5375,0,0,15
39597,04-07-2011,8438,245338,469.5375,469.5375,0,0,33
39598,04-07-2011,8438,600934,391.1625,443.8875,0,0,28
39600,04-07-2011,8555,216418,69.825,69.825,0,0,19
39555,04-07-2011,8422,216419,69.1125,69.1125,0,0,41
39605,04-07-2011,8555,216233,128.9625,128.9625,0,0,25
42217,11-07-2011,9823,217390,139.65,168.15,0,0,148
39610,04-07-2011,8555,219009,215.175,215.175,0,0,29
39612,04-07-2011,8555,222087,205.2,205.2,0,0,11
39615,04-07-2011,8555,223245,205.9125,205.9125,0,0,14
39616,04-07-2011,8555,223153,201.6375,201.6375,0,0,17
39619,04-07-2011,8555,245338,469.5375,469.5375,0,0,7
39620,04-07-2011,8562,216418,119.7,119.7,0,0,76
39748,04-07-2011,9092,216419,69.1125,69.1125,0,0,29
39622,04-07-2011,8562,300021,120.4125,120.4125,0,0,19
39624,04-07-2011,8562,216425,133.2375,133.2375,0,0,54
39625,04-07-2011,8562,216233,130.3875,130.3875,0,0,33
39630,04-07-2011,8562,219009,218.025,218.025,0,0,120
39632,04-07-2011,8562,222087,179.55,223.725,0,0,62
39633,04-07-2011,8562,320485,205.9125,205.9125,0,0,34
39634,04-07-2011,8562,378934,205.9125,205.9125,0,0,13
39635,04-07-2011,8562,222765,234.4125,234.4125,0,0,58
39636,04-07-2011,8562,223245,200.2125,200.2125,0,0,63
39637,04-07-2011,8562,223153,228,228,0,0,19
39638,04-07-2011,8562,398721,448.1625,448.1625,0,0,7
39639,04-07-2011,8562,245387,448.1625,448.1625,0,0,15
39640,04-07-2011,8562,245338,454.575,454.575,0,0,22
39652,04-07-2011,8869,216425,132.525,132.525,0,0,38
39653,04-07-2011,8869,216233,133.2375,133.2375,0,0,69
39655,04-07-2011,8869,217217,285,285,0,0,9
39658,04-07-2011,8869,219009,222.3,222.3,0,0,73
39659,04-07-2011,8869,219029,177.4125,327.0375,1,0,473
39660,04-07-2011,8869,222087,198.7875,198.7875,0,0,48
39663,04-07-2011,8869,222765,234.4125,234.4125,0,0,64
39664,04-07-2011,8869,223245,190.95,190.95,0,0,52
39665,04-07-2011,8869,223153,213.0375,213.0375,0,0,22
39667,04-07-2011,8869,245387,448.1625,448.1625,0,0,16
39668,04-07-2011,8869,245338,448.1625,448.1625,0,0,13
39671,04-07-2011,8991,216418,67.6875,67.6875,0,0,47
39966,04-07-2011,9279,216419,69.1125,69.1125,0,0,50
39673,04-07-2011,8991,300021,69.1125,69.1125,0,0,47
39675,04-07-2011,8991,216425,128.25,128.25,0,0,48
39676,04-07-2011,8991,216233,126.1125,126.1125,0,0,47
42902,18-07-2011,8562,217390,139.65,165.3,0,0,149
39678,04-07-2011,8991,217217,233.7,233.7,0,0,19
39679,04-07-2011,8991,217777,232.275,232.275,0,0,20
39680,04-07-2011,8991,219844,230.1375,230.1375,0,0,16
39681,04-07-2011,8991,219009,227.2875,227.2875,0,0,90
39683,04-07-2011,8991,222087,198.7875,198.7875,0,0,39
39684,04-07-2011,8991,320485,205.9125,205.9125,0,0,41
39685,04-07-2011,8991,378934,205.9125,205.9125,0,0,33
39686,04-07-2011,8991,222765,205.2,205.2,0,0,56
39687,04-07-2011,8991,223245,205.9125,205.9125,0,0,44
39688,04-07-2011,8991,223153,212.325,212.325,0,0,29
39689,04-07-2011,8991,398721,469.5375,469.5375,0,0,14
39690,04-07-2011,8991,245387,469.5375,469.5375,0,0,16
39691,04-07-2011,8991,245338,469.5375,469.5375,0,0,30
39692,04-07-2011,8991,600934,391.1625,445.3125,0,0,31
39693,04-07-2011,8991,547934,129.675,170.2875,0,0,29
39695,04-07-2011,8991,546789,203.0625,203.0625,0,0,9
39696,04-07-2011,8911,216418,68.4,68.4,0,0,30
40392,04-07-2011,9632,216419,69.1125,69.1125,0,0,28
39699,04-07-2011,8911,216425,128.9625,128.9625,0,0,10
39700,04-07-2011,8911,216233,130.3875,130.3875,0,0,26
43314,18-07-2011,9371,217390,139.65,168.15,0,0,72
39702,04-07-2011,8911,217217,233.7,233.7,0,0,20
39704,04-07-2011,8911,219844,232.275,232.275,0,0,26
39705,04-07-2011,8911,219009,215.175,215.175,0,0,56
39707,04-07-2011,8911,222087,209.475,209.475,0,0,22
39708,04-07-2011,8911,222765,205.2,205.2,0,0,16
39709,04-07-2011,8911,223245,205.9125,205.9125,0,0,46
39710,04-07-2011,8911,223153,212.325,212.325,0,0,32
39712,04-07-2011,8911,245387,469.5375,469.5375,0,0,7
39713,04-07-2011,8911,245338,469.5375,469.5375,0,0,14
40412,04-07-2011,9680,216419,69.1125,69.1125,0,0,26
39722,04-07-2011,9001,223245,205.2,205.2,0,0,28
39726,04-07-2011,9043,216418,119.7,119.7,0,0,43
40665,04-07-2011,9872,216419,69.1125,69.1125,0,0,85
39728,04-07-2011,9043,300021,119.7,119.7,0,0,22
39730,04-07-2011,9043,216425,133.95,133.95,0,0,38
39731,04-07-2011,9043,216233,134.6625,134.6625,0,0,27
43725,18-07-2011,9713,217390,139.65,165.3,0,0,78
39734,04-07-2011,9043,219009,227.2875,227.2875,0,0,50
39736,04-07-2011,9043,222087,227.2875,227.2875,0,0,39
39737,04-07-2011,9043,320485,205.9125,205.9125,0,0,18
39739,04-07-2011,9043,222765,234.4125,234.4125,0,0,40
39740,04-07-2011,9043,223245,205.2,205.2,0,0,17
39741,04-07-2011,9043,223153,228,228,0,0,9
39744,04-07-2011,9043,245338,448.1625,448.1625,0,0,10
39746,04-07-2011,9043,547934,127.5375,177.4125,0,0,13
39747,04-07-2011,9092,216418,69.1125,69.1125,0,0,57
41385,11-07-2011,9092,216419,69.1125,69.1125,0,0,39
39749,04-07-2011,9092,216425,133.2375,133.2375,0,0,14
39750,04-07-2011,9092,216233,129.675,129.675,0,0,20
44254,25-07-2011,8023,217390,139.65,168.15,0,0,294
39752,04-07-2011,9092,219844,237.975,237.975,0,0,17
39753,04-07-2011,9092,219009,220.875,220.875,0,0,57
39755,04-07-2011,9092,222087,202.35,202.35,0,0,32
39756,04-07-2011,9092,320485,205.9125,205.9125,0,0,21
39757,04-07-2011,9092,378934,205.9125,205.9125,0,0,13
39758,04-07-2011,9092,222765,205.2,205.2,0,0,49
39759,04-07-2011,9092,223245,195.9375,195.9375,0,0,31
39760,04-07-2011,9092,223153,212.325,212.325,0,0,45
39761,04-07-2011,9092,398721,469.5375,469.5375,0,0,4
39762,04-07-2011,9092,245387,469.5375,469.5375,0,0,19
39763,04-07-2011,9092,245338,469.5375,469.5375,0,0,19
39766,04-07-2011,9092,679023,204.4875,204.4875,0,0,11
39767,04-07-2011,9092,546789,205.9125,205.9125,0,0,14
41606,11-07-2011,9279,216419,69.1125,69.1125,0,0,67
39773,04-07-2011,9112,216425,132.525,132.525,0,0,63
39774,04-07-2011,9112,216233,134.6625,134.6625,0,0,82
44303,25-07-2011,8222,217390,139.65,167.4375,0,0,122
39778,04-07-2011,9112,219844,265.7625,265.7625,0,0,20
39779,04-07-2011,9112,219009,220.1625,220.1625,0,0,157
39781,04-07-2011,9112,222087,191.6625,191.6625,0,0,87
39782,04-07-2011,9112,320485,205.9125,205.9125,0,0,53
39786,04-07-2011,9112,222765,234.4125,234.4125,0,0,82
39787,04-07-2011,9112,223245,187.3875,187.3875,0,0,54
39788,04-07-2011,9112,223153,236.55,236.55,0,0,25
39790,04-07-2011,9112,245387,448.1625,448.1625,0,0,7
39791,04-07-2011,9112,245338,448.1625,448.1625,0,0,24
39793,04-07-2011,9112,547934,127.5375,177.4125,0,0,59
39794,04-07-2011,9112,673209,355.5375,355.5375,0,0,9
41747,11-07-2011,9425,216419,69.1125,69.1125,0,0,40
39798,04-07-2011,9132,216425,131.1,131.1,0,0,16
39799,04-07-2011,9132,216233,130.3875,130.3875,0,0,50
39801,04-07-2011,9132,217217,225.15,225.15,0,0,15
39803,04-07-2011,9132,219009,227.2875,227.2875,0,0,36
39805,04-07-2011,9132,222087,211.6125,211.6125,0,0,26
39806,04-07-2011,9132,222765,205.2,205.2,0,0,7
39807,04-07-2011,9132,223245,198.075,198.075,0,0,58
39808,04-07-2011,9132,223153,212.325,212.325,0,0,47
39814,04-07-2011,9147,216418,119.7,119.7,0,0,71
42729,18-07-2011,8317,216419,69.1125,69.1125,0,0,113
39816,04-07-2011,9147,300021,120.4125,120.4125,0,0,22
39818,04-07-2011,9147,216425,132.525,132.525,0,0,69
39819,04-07-2011,9147,216233,132.525,132.525,0,0,61
44731,25-07-2011,9147,217390,139.65,168.15,0,0,71
39824,04-07-2011,9147,219009,217.3125,217.3125,0,0,73
39826,04-07-2011,9147,222087,218.025,218.025,0,0,34
39829,04-07-2011,9147,222765,234.4125,234.4125,0,0,35
39830,04-07-2011,9147,223245,193.0875,193.0875,0,0,25
39832,04-07-2011,9147,398721,448.1625,448.1625,0,0,4
39834,04-07-2011,9147,245338,448.1625,448.1625,0,0,13
39835,04-07-2011,9147,547934,127.5375,177.4125,0,0,22
39840,04-07-2011,9164,216425,133.2375,133.2375,0,0,37
39841,04-07-2011,9164,216233,131.8125,131.8125,0,0,25
45358,25-07-2011,9713,217390,139.65,165.3,0,0,87
39844,04-07-2011,9164,219009,218.7375,218.7375,0,0,84
39846,04-07-2011,9164,222087,170.2875,199.5,0,0,37
39847,04-07-2011,9164,320485,205.9125,205.9125,0,0,21
39848,04-07-2011,9164,378934,205.9125,205.9125,0,0,20
39849,04-07-2011,9164,222765,234.4125,234.4125,0,0,69
39850,04-07-2011,9164,223245,205.2,205.2,0,0,62
39851,04-07-2011,9164,223153,228,228,0,0,24
39853,04-07-2011,9164,245387,448.1625,448.1625,0,0,13
39854,04-07-2011,9164,245338,448.1625,448.1625,0,0,29
39855,04-07-2011,9164,600934,391.1625,454.575,0,0,9
39856,04-07-2011,9164,547934,127.5375,177.4125,0,0,32
39859,04-07-2011,9178,216233,128.9625,128.9625,0,0,19
39864,04-07-2011,9178,219009,227.2875,227.2875,0,0,36
39867,04-07-2011,9178,222765,205.2,205.2,0,0,2
39868,04-07-2011,9178,223245,205.9125,205.9125,0,0,56
39869,04-07-2011,9178,223153,212.325,212.325,0,0,44
39872,04-07-2011,9178,245338,469.5375,469.5375,0,0,18
42832,18-07-2011,8422,216419,69.1125,69.1125,0,0,37
39874,04-07-2011,9190,300021,86.925,86.925,0,0,38
39876,04-07-2011,9190,327492,74.1,185.9625,0,0,33
39877,04-07-2011,9190,216425,129.675,129.675,0,0,33
39878,04-07-2011,9190,216233,129.675,129.675,0,0,87
45699,25-07-2011,9909,217390,139.65,167.4375,0,0,34
39880,04-07-2011,9190,217217,235.8375,235.8375,0,0,20
39881,04-07-2011,9190,217777,237.975,237.975,0,0,9
39883,04-07-2011,9190,219009,227.2875,227.2875,0,0,127
39885,04-07-2011,9190,222087,227.2875,227.2875,0,0,73
39886,04-07-2011,9190,320485,205.9125,205.9125,0,0,63
39887,04-07-2011,9190,378934,205.9125,205.9125,0,0,42
39890,04-07-2011,9190,222765,240.825,240.825,0,0,33
39891,04-07-2011,9190,223245,213.0375,213.0375,0,0,37
39892,04-07-2011,9190,223153,213.0375,213.0375,0,0,33
39894,04-07-2011,9190,245387,469.5375,469.5375,0,0,16
39895,04-07-2011,9190,245338,469.5375,469.5375,0,0,27
39897,04-07-2011,9221,216418,86.2125,86.2125,0,0,30
39899,04-07-2011,9221,300021,86.925,86.925,0,0,7
39900,04-07-2011,9221,216425,133.2375,133.2375,0,0,14
39901,04-07-2011,9221,216233,128.9625,128.9625,0,0,50
39541,04-07-2011,8400,217390,140.3625,167.4375,0,0,34
39904,04-07-2011,9221,217777,229.425,229.425,0,0,21
39905,04-07-2011,9221,219844,229.425,229.425,0,0,30
39906,04-07-2011,9221,219009,227.2875,227.2875,0,0,46
39908,04-07-2011,9221,222087,181.6875,209.475,0,0,29
39910,04-07-2011,9221,378934,205.9125,205.9125,0,0,13
39911,04-07-2011,9221,222765,240.825,240.825,0,0,35
39912,04-07-2011,9221,223245,213.0375,213.0375,0,0,30
39913,04-07-2011,9221,223153,213.0375,213.0375,0,0,27
39918,04-07-2011,9250,300021,88.35,88.35,0,0,34
39921,04-07-2011,9250,216425,134.6625,134.6625,0,0,36
39922,04-07-2011,9250,216233,134.6625,134.6625,0,0,55
39926,04-07-2011,9250,219844,285,285,0,0,23
39927,04-07-2011,9250,219009,210.1875,210.1875,0,0,81
39929,04-07-2011,9250,222087,198.7875,198.7875,0,0,58
39930,04-07-2011,9250,320485,205.9125,205.9125,0,0,15
39931,04-07-2011,9250,378934,205.9125,205.9125,0,0,8
39932,04-07-2011,9250,222765,232.9875,232.9875,0,0,87
39933,04-07-2011,9250,223245,185.9625,210.9,0,0,62
39934,04-07-2011,9250,223153,220.1625,220.1625,0,0,13
39936,04-07-2011,9250,245387,453.8625,453.8625,0,0,24
39937,04-07-2011,9250,245338,448.1625,448.1625,0,0,28
39944,04-07-2011,9273,300021,69.825,69.825,0,0,11
39947,04-07-2011,9273,216425,130.3875,130.3875,0,0,9
39948,04-07-2011,9273,216233,127.5375,127.5375,0,0,44
40038,04-07-2011,9371,217390,140.3625,168.15,0,0,68
